sex,bdate,city,groups,careers
ж,17.8.1975,Санкт-Петербург,"Идеи дизайна интерьера; Маникюр | Ногти | Педикюр | 2024; Дизайн & Декор; Дом рукоделия. Handmade, дизайн и декор; Vandrouki | Путешествия почти бесплатно (RU); Интеллигенция; Квартирный вопрос | дизайн | интерьер | стиль; Певица Нюша / Nyusha; Это Питер, детка! [Типичный Питер]; Интересные идеи Handmade; Street Styler | мода; Свободная Жизнь | Эзотерика - Саморазвитие; Наша Молодость, истории нашего прошлого.; Мой сад - дачный советник; Литературный оргазм; Записки Любимой | Стихи; Фотошедевры; UFC; Фотошкола: объективно о главном; Stylebook; Ищу модель Москва; Современное искусство; Книги & Аудиокниги; Удачные идеи и не только.; VOGUE; Самый Смак; 24 NEWS; ЖЖ - Женский журнал; Журнал Burda; Новинки кино 2024 l Планета обезьян; Куда сходить в Питере бесплатно; Её Величество - ЖЕНЩИНА; Аренда дома на берегу СПб | Кемпинг Питер; 1001dress | Платья; Винтажная мода; ИДЕИ ДЛЯ ФОТО; METERA; Цитаты со смыслом из книг; Мой Сад и Дача | Огород | Загородный дом; Woman.ru",
м,21.1.1984,Краснодар,"ColdFilm.INK - перевод и озвучка сериалов; Nippon Game; Артемий Лебедев; Magazine Design | Дизайн; 35mm; Черное зеркало | Black Mirror; Cyberpunk Futurism; Бесплатные шрифты; Гаснут Огни; Я — дизайнер продуктов; Новые Альбомы; Типографика; Оди. Журнал о дизайне; Povar Mock-Ups | Mockup; Midjourney — арты от нейросети; Радио Рулетка; SECOND PILOTS 3D | VFX | SFX | MOTION; другое кино; Пирожки +; Design Hunters — вакансии для дизайнеров; Stickomize; B-MART | Натуральная кожа, инструмент, фурнитура; USE ME; deedz | Сообщество носителей компетенции; Степная сорока. Мастерская высокой печати; USELESS™; Funk Soul Jazz Hip-Hop; DESIGN BOOK | Учебник дизайнера интерьеров™; Городские проекты в Краснодаре; Кремниевая долина | Легендарный Квест; iSchool: клад материалов для саморазвития; Кулинария и гастрономия | HOW HESTON; LOGO BAKER вкусные логотипы; ΛЮΔИYМ; Мастерская ""Кузница сокровищ""; Alexey V. Mililian | Design Studio; 1000 дней осознанности; Design School; Крем-мёд Beengo!; Югополис",
м,,Москва,"Moscow Jazz Festival; DevOps; Мужской стиль | Мужская мода | Имидж | Стилист; W17; Moscow Raceway; Гаснут Огни; Midjourney — арты от нейросети; F1 MEMES TV; RaceRoom Россия; Anna Art; Хороший звук каждый день; Hot Buttered Soul; E:\music\IDM; E://Music/Funk; Салюты, Фейерверки в Пензе; Классическая музыка/Classical music/; MixMarketing - Комплексные решения; C Θ N C Ξ P T I C",
м,,Красноярск,"ЧП Красноярск; Лентач; Байки лаовая. Китай; Ольга Серябкина; TFP ТФП Красноярск  Модели и Фотографы; Тысяча чертей, какая татуировка!; Midjourney — арты от нейросети; Новые Альбомы; ЁП; NR; Mac Miller; Шедевры рекламы; E.squire; БОРЩ; Лепра; 2PAC; NBA 2K24: Турниры; CALIFORNIA ROCKSTAR; OGMusic; Fresh Electronic Music | EDM; Science|Наука; МЯСНАЯ ЛАВКА; Уютненькое Луркоморье | Lurkopub; 9GAG; Hip-Hop; REVUER MAGAZINE; RAP.RU; Больше, чем фото; Типичная Паттайя | Таиланд | Тайланд; NBA Новости; BORN TO BE WEAR; Сеть тренажерных комплексов Колизей; West Coast All-Stars; TechInsider; Art Way; *******BREAKS*****PEOPLE********; Random Art; Красивая музыкальная волна 2024; Daily Vibes; ExTerri Tuning  Оклейка пленками в Красноярске",
ж,,Montpellier,,
м,,Архангельск,,
м,,,"Центр путешественников | Красноярск; E.squire; PSD | Дизайн-пространство; Новые шрифты; I ♡ ART; Музторг; Десигн; Feathers Group | Физерс Групп; Лурк; Орленок; Design Prosmotr; Наш город Красноярск; Красноярск нашего детства ☭☭☭; Panda Art Café; 35mm; MDK; НГС.НОВОСТИ Красноярск; ХК ""Енисей""; Бесплатные psd-шаблоны для соц. сетей; Want Guitars | Подборка Ваших Лучших Объявлений; МАТЧ ТВ; Rock|Рок; Культура24; HistoryPorn; Регби на rugger.info; Правила жизни; Ярпиар; Рок, блюз, джаз; AliExpress для музыкантов; SUMATRA; NÖIRA; Афиша Красноярска: куда сходить?; Новые Альбомы; ФК «Енисей» | Красноярск; Бутиковые педали эффектов - Pedalzoo.ru; Jablog.ru - гитарный и окологитарный блог!; WILDWAYS; Маркетограф / Канал Павла Лебедева; Total Football; Adindex.ru",
ж,,,,
м,,,"Новинки кино; IQ - интеллектуальный журнал; Шедевры рекламы; Полезное образование | Интеллектуариум; НОВОСТИ КИНО | ЗА КАДРОМ; Смотри, что я узнал; Музыка для секса; Интересные Факты; Кладовая комиксов; По ходу разберёмся; Kawabanga: Обучение сноуборд и горные лыжи Уфа; Наука и Техника; Новые Фильмы И Сериалы; Eat Easy; Группа компаний iRuler.; История России; Space Inc | Факты о космосе; Forbes; Дзен; Нетипичный таксопарк; Midjourney — арты от нейросети; Бизнес клуб | Дело; красота народов мира; Почему?; Vine Video; Хитрости жизни; Церебро Таргет | продвижение и реклама бизнеса; Jump.Taxi | Cервис для управления таксопарком; Деревянные дома Баумхаус Baumhaus; VK.BARKOV.NET: поиск целевой аудитории ВКонтакте; Подслушано у таксистов; ЕКБ — мой город! | Екатеринбург; Я УЗБЕКИСТАН; Yan Dilan; Официальные страницы ВКонтакте; Creative Art; БРГИ №1 имени Рами Гарипова; Мир Discovery; Art Way; Гильдия",
ж,,Москва,,
м,31.5.1988,Тверь,ВКонтакте; Лепра; RECORD; Сбер; Пикабу; + 1 умная мысль; ВКонтакте для бизнеса; ВКонтакте с авторами; Чемпионат | Championat.com; Natus Vincere; РАЙЗ; ZAKA-ZAKA; VK Play; Истории и маски ВКонтакте; Emoji VK | Смайлы (смайлики); Церебро Таргет | продвижение и реклама бизнеса; Трансформатор; Подслушано в Красное и Белое (КБ) 18+ #ПКБ; News 69; Точка доступа к маркетингу; Red Head Sound — Перевод и Озвучивание; Тинькофф Журнал; Бизнес-тренер Радислав Гандапас; Подслушано в Пятерочке | Пятерочка | Сотрудники; SMM секреты с Анастасией Юговой; Подслушано Тверь и Тверская область; Тверь ВКонтакте; Ищу Тебя Тверь; Pepper.Ninja: таргет | SMM | парсер; ПОДСЛУШАНО У ВОДИТЕЛЕЙ. ТВЕРЬ; ТИА Новости Твери и Тверской области; По ходу разберёмся; TED RUS - TED Talks на русском; Acer; Твериград; Интернет-маркетинг от Convert Monster; OverDrive aka Аркадий Мясницкий; Саша Чижов; Midjourney — арты от нейросети; TexTerra,
м,24.4.1987,Королёв,"Картины на холсте MyMoneyArt; Я ♡ КИНО; Интересные факты; Фотошедевры; ALIGATOR; ТАТУИРОВКИ | ЭСКИЗЫ; Mad Art | Искусство и лайфхаки; Подслушано Королёв; Мир Кино; Подслушано Метро Москвы; Тату рай; Тысяча чертей, какая татуировка!; Ольга Малащенко; Forage; Подслушано Судогда; Fuck That Shit; VARVAR | Мастерская Ручной Работы; Спорт - прокачай себя; Потрясный Арт; ART LEGALE; CULT; O B A F G K M; Midjourney — арты от нейросети; Midjourney; Чудаки; Спортивные статьи; Подслушано Пушкино и Мытищи; ТАТУ МАСТЕР; Типичный Королев; WCM | World Club Music; Современное искусство; Познакомлюсь вживую; ROCK l РОК; VTube; Мгновения прошлого; ГКОУ ВО «Кадетский Корпус» имени Д.М.Пожарского; GENERATION DEEP & GHOUSE; Ищу тебя в Королёве | ИВК; Другая Музыка; Random Art",дизайнер
ж,5.12.1988,Сочи,"МИФ.Проза; ЧитаЮ; Издательство «Доброе Детство»; Литературные курсы «Мастер текста»; Укиё-э (Ukiyo-e); терновье; Lotur Norn; Vanengriyarr | график | иллюстратор; Анастасия Перкова. Романы; dalfa_art; Издательство ""Снежный Ком""; F3LC4T; hekkil; mugenoumi; Блог Дарьи Бритара; ё х å н | johan4ess; Английский язык.; Японская литература: あかり・Акари; Gemini Art; Дом-на-Перекрестке; ЭГО | Психология, саморазвитие; Городские сказки; Издательство «Пять четвертей»; ALES; Иллюстратор Паша Клементьев; Думай!; Iren Horrors Art; ugolekk_LI•Художник-иллюстратор; EKinveyl (16+); Мир фантастики; Правила жизни; Лаборатория Фантастики; Издательский дом «Самокат»; ДетиСочи.ру; Свадебная фотосъемка в Сочи; Намалевич; Darya Space; ユミ милтн; Полезное образование | Интеллектуариум; Сергей Иннер. Наследие",
м,8.5.1993,Москва,"Палата 69; Богородское; Мода; Богородское Москва М125; ПРОДАЖА ЭКСКЛЮЗИВНЫХ АВТО; Индивидуальный предприниматель; Фёдор Емельяненко - все о бойце и единоборствах; Наука и Техника; Евро футбол | Все о Европейском футболе!; Каток КБ19; Максим Батырев; БАЗА ПОСТАВЩИКОВ - РЫНОК САДОВОД; Малый бизнес; Хайповый шмот │ y2k шмотки; Подслушано продавец Wildberries; Лепрозорий; Мужской стиль | Мужская мода | Имидж | Стилист; Реновация в районе Богородское; Библиотека программиста; 5 интересных фактов; Типичный Сисадмин; Ищу попутчика / С кем лететь; Хабр; Мужской Алиэкспресс и не только!; СУР AI BOT Stable Diffusion - Нейросети; Товарочка; Типичный программист; /dev/null; Апарт-отель SNEGA by PROVENCE; Изучение Java c нуля!; Russian-ultras.com; Сообщество Дизайнеров; Linux | Линукс; Поставщики Wildberries, Ozon, Яндекс и др.; Midjourney — арты от нейросети; WILDBERRIES; Программирование ITmozg:; AUTO; Администрирование: MikroTik, Ubiquiti, Провайдер; Словарный запас (EN)",
м,,Краснодар,"ВИДЕОРОЛИКИ и ДИЗАЙН; Фильмы HD / Новинки кино; Случайный Ренессанс; Типичный Мошенник; Десигн; Как в лучших домах Парижу; Максим Белов / Брендинг и самореализация; мистика низкого сорта; Студия Артемия Лебедева; Joan Cornella; Пленкография; Видеомонтаж VEDITOR.RU; Midjourney — арты от нейросети; Музыка для видео; Logofolio | Дизайн логотипов; ИНТЕРНЕТИК; BARLEONE | Мужские костюмы; Дизайн ВКонтакте | Ногиев; Nathan Morth; YOD. Дизайн и Брендинг; Практическая метафизика  c Эдеррой Мун.; TexTerra; МОЙ КРАСНОДАР; DomoRaider - Design; Русская пустота; BLACK Art - картины на холсте; BRM; ART LEGALE; Nuadalhala; Семен Романюк —  дизайн и заработок; майоров • оформление/рекламные видео; ТОКАРЬ; Дизайню | Роман Жегуляев; Glory Goal | Футбольная атрибутика; Prime Design | Дизайн на заказ; MOROZOV  |  дизайн для соц. сетей; Max Asabin; FREETEAM - Бесплатные  Минуса / Биты; СветлоЯр 3D; Обработка Фото на заказ Фотоарт, Арт, Ретушь",
ж,,Рязань,"Москва 24; Красивые места Москвы и Подмосковья; Где-то в России; Маслова\Фотокухня; tomrus; Artzoom. Искусство в деталях.; мам ну не читай; серые улицы; Ночные дворы; Рязанский Союз художников; Галерея. Мировая живопись; Школа рисования АртЛаб | Рязань; VOGUE IS MY RELIGION; Travel Corporation - путешествия, туризм; Vertex CGI; Москва Live; Дарья Пнева. Иллюстрации. Обучение рисованию.; Выставочный зал АРТРУМ. Рязань; Однажды в зале; Подслушано в Рязани; Простые рецепты daniya_alt; Фитнес кухня; В России; Школа свободного рисования; Уроки иллюстрации | olaartschool; Лайфхак для фотографа; Красивые места земли Рязанской; G R A F I C A; Скетчбук; Фотоконкурсы; Красивые места на Земле - Туризм - Путешествия; Городские улицы; Mercy Chic; Дневник художника; TexTerra; Экседра; Рязань глазами прошлого; Нейроарты; .noch; Сити x M24",
ж,,Кемерово,"МБОУ «Лицей 62» г.Кемерово; Центральная детская школа искусств г. Кемерово; Ирина Хакамада; Олеся Иванченко муд; Баскетбольный клуб ShowTime; Танцы в Кемерово и Барнауле | Павел Новиков; Медиация 64; Сергей Полунин~Sergei Polunin; Женский Форум; Электронный патент онлайн; Философия Бардаша; КЕМЕРОВО КУЛЬТУРНЫЙ; Музей изобразительных искусств Кузбасса; Натальная карта; ПСИХОЛОГИЧЕСКИЙ ЖУРНАЛ; ЕГЭ/ОГЭ-2024 по физике | Подготовка к экзаменам; Виталий Сундаков; Портал для психологов и психотерапевтов; ГОША КАРЦЕВ; Алтайский биосферный заповедник; Фотографируй на телефон как про; Гид по Кемерову; Wiener Wald Торты Кемерово; Детско-юношеский центр ""Творчество""; Высшая школа медиации Юлии Дубининой; Профайлинг, нейротехнологии и детекция лжи; Марина Мелия; Эстетика права I ЭП; ЗЛОЙ КОСМОС / EVIL SPACE; Катя Конасова; ИСТОРИЯ МОДЫ; ВКонтакте для бизнеса; ТРИНИТИ — студия йоги и танцев; be-in.ru; [BadComedian]; Священник Павел Островский; Пирожки +; Фитнес для мозга; ИНСТИТУТ ДИАНАЛИЗА; Шредингер Шутит",
м,,Брянск,"ШАСТУН; Натальная карта; 3D Ускорители | Курсы: 3ds Max+Corona; ArchBlog | Архитектура; Промышленный предметный дизайн; Импроком; Corona Render; FTRM; Библиотека проектировщика; Archi.ru - Архитектура России и мира; 3d визуализация | Blog; 3ddd.ru; Частный архитектор-дизайнер.; Фитнес Рецепты — правильное и здоровое питание; CALIFORNIA ROCKSTAR; Happy3D | Клуб 3д-моделлеров; Just do it; C Θ N C Ξ P T I C; пила; Сергей Кузнецов. Архитектор и художник; АРТ искусство; DWG ФОРМАТ | ПРОЕКТИРОВАНИЕ; Drafting Design - Дизайн Чертежи; Энрике и Музыка; CGI Architecture Visualization; Академия смысла; Архитектурные конкурсы; 3ds max | VRay | Corona Renderer | 3d графика; CeramicGroup; Содружество Урбанистов; In Color Balance; Читай-город; ""литература  для архитекторов и дизайнеров""; Интерс туристическая компания; Hot pies; Лекторий «Прямая речь»; СТРОИТЕЛЬСТВО | РЕМОНТ | BUILDING; Just Cook; FitStars; Квартирный Вопрос",
м,,Кемерово,"Вести-Кузбасс | Новости; Коноблог-история дружбы(Алиса и Медея); Лошадиные секреты; Horse Family Shop; Советский конный спорт; Zibreva Online; ALIBI equestrian; Продажа лошадей для любительского, детского и пр; Фея конного массажа; ДНЕВНИК КОНОБЛОГЕРА *Мариша МТ; Журнал GOLD MUSTANG; Коневозы,Прицепы.Изготовление и ремонт; Работа с лошадьми; Искусство воспитания лошади; Золото России; Фотограф Кемерово Токмакова Наталия; КАТАЛОГ жеребцов производителей!; Коноблог Марины и Альбуса; Я  Конник; Федерация конного спорта России; Хадн дадн; Конный магазин  horse style shop; Better than yesterday; Телерадиокомпания «КВАНТ»; adgnwrnnfsg; В сети - паблик; shop; Коронавирус в России; The-cool-games.ru; Аспект Сибири Строительная компания; Арт-проект ""Я меняю город""; Аспект Сибири; Мастер-Град; Кемеровский областной Арт музей; Школа красоты; Кемерово; Kvanta42; ООО ""Кванта""; Психологи в Кемерово; Midjourney Promts — искусство нейросетей",
м,10.9.1985,Бишкек,"Laser_M51 макеты | лазер фрезер ЧПУ | cdr dxf ai; Beautiful Babes; Лучшие Кириллические(Русские) шрифты; DESIGN STORAGE - MOCKUP | AFTER EFFECTS | ШРИФТЫ; Макеты для лазерной резки | Верхняя полка; Hndwd Fonts | Бесплатные Шрифты; Ренессанс; ALL PSD-Оформление YouTube Канала,Шапка для Ютуб; Design - канал для дизайнеров; CONCEPT ART; Cafe racer, Bobber, classic & custom motorcycle; Inspiration; C Θ N C Ξ P T I C; Sasha Byvshev; Harley-Davidson | Барахолка; АНИMAЦИЯ НЕ ДЛЯ ВСЕХ   16+; MOTORCYCLES, ROAD & MUSIC; Уроки фотошоп | Дизайн | Инфографика; MyComics | Marvel; Бесплатные шрифты; Типографика; #fDIAMONDGIRL; Hot Cosplay; YAKUZA WΣΛR; Сувенирные технологии; StopGame.ru; MOTORCYCLES & ART; VARVAR | Мастерская Ручной Работы; minimal | deep | house | techno; Post-Rock; RPG Geeks; SPIKA Concert Agency; Modern Rock Music; Magic CG; Wow Реклама | Маркетинг; chukcha — Бренд одежды; Теории и практики; |♕| Bury Tomorrow |♕| New Single - HERETIC; Romantically Apocalyptic|Романтика Апокалипсиса; Журнал Кастом Культура (Custom Cult)",
ж,,Хабаровск,"Читаем с Никой; Midjourney - арты нейросети; Midjourney Promts — искусство нейросетей; Cards From Nika/Закладки для книг; Midjourney — арты от нейросети; Издательство «Азбука-Аттикус»; Дочитаю и спать! | Кристина Козырева; Что почитать || Книжные новинки и анонсы; Букинист.ка / Дружинина Оксана; Books_ms | Смородинка о книгах; NailArt Goddess; Boosty.to; МИФ.Проза; Книги; ВКонтакте с авторами; Издательство ""Фантом Пресс""; Книжный Плюшкин Ta_samaya_reads Даша; Издательство Metamorphoses; Подслушано Книгоблогеры; Авторские почтовые открытки. Посткроссинг; Издательство «Дом историй»; Пикабу; Vodka.Kniga.Balalaika; Чтец; Издательство «Альпина Паблишер»; Издательство «Синдбад»; Марианна Добрые Книги; Полина Парс. Книжные обзоры.; Читай-город; Издательство «Поляндрия NoAge»; Мои новые книги...; Вероника Рыжова; Нити слов; Книги Non-fiction: психология, бизнес, научпоп; Книги. Издательство АСТ; Злой Психолог; BOOK24 книжный магазин ЭКСМО-АСТ; АСТ | Neoclassic; Издательство Альпина нон-фикшн; Я сейчас читаю... Ваши отзывы о книгах",
м,31.3.1980,Санкт-Петербург,"GreenGrass; Лепрозорий; Печатаем сами! Stl, 3d, obj; Смешные картинки; Lady Melamori Cosplay; Лурк; Каперы Короля; CONCEPT ART; McReal.FM; Gexodrom; Midjourney; App2Top; MAIFY.RU Сделано как для себя; Стартапы и бизнес; UX Live; Каля маля; Фил. НРИ, варгеймы и миниатюрки; War Robots; НеИгры: Warhammer, Варгеймы, Настолки; Warzone Studio; KEK Entertainment; Warcaster: Neo-Mechanika; Riot Quest; The Ordos club; Midjourney — арты от нейросети; Brother Vinni; Warmachine MK4: Еще один дневник еще одного нуба; Хроники нереальных сражений.; Клуб варгеймов Dicey Lair в ""Спасателе”; Парнас Сити|Форум; movie.soundtracks; Playkot Team; Duran; sndk; Парнас Сити|Все для Всех | Выборгский район; [А полетели, а?]; ISH©.; Бесплатные шрифты; #слушайтехорошуюмузыку; Warmachine & Hordes Russia","Монтажер, видеодизайнер; дизайнер; дизайнер; художник, дизайнер; ведущий художник; арт-директор; преподаватель"
м,,Симферополь,"Наука и Техника; W17; Домашний Компьютер; Жесть Крым •  Симферополь •  Севастополь; Крымская республиканская библиотека для молодёжи; ФГБУ «Заповедный Крым»; Симферополь; Сообщество нетривиальных туристов; Кинотеатр ""Спартак""; КРОССОВКИ-ДРУЗЬЯ ЧЕЛОВЕКА; Курорт Архыз; Туристический магазин Геккон | Ялта, Крым; OUTDOOR #небарахло; Красивые девушки; Rammstein; Коктебель NEW'S; Черный список Крым | Симферополь | Севастополь; Рассвет 66.7; Ай-Петри, 26 км.; VODAGEAR  | Сухие костюмы для бурной воды; ЧП Сочи; Twintip барахолка; Каяк-клуб ""Три стихии""- Школа каякинга с нуля; SPECIAL; Живой Крым; LIVE; TABERNA; Типичный Севастополь Подслушано Крым; РОЛЛЕРЫ СИМФЕРОПОЛЯ | Roller Family 82; MSI CIS; Deleted; Адреналинозависимые; Прыжки с парашютом в Крыму | Прыгнуть в тандеме; Гребной клуб ""КАЯКЕР""; DEAD LINE; Kite.ru (Змеиное Логово); Pole Dance ""Город Ангелов"" Симферополь; Кроссфит (функциональный тренинг); Simplex Noise; Клуб Путешественников Туризм|Рыбалка|Охота",Затейник; Докторборд
м,2.3.1983,Москва,,
ж,4.5.1978,Москва,"Обложки для книг | Арты | Иллюстрации; Мой Дм.погост (КОРОБОВО); Мы любим лабрадоров; Щенки лабрадора; Нейроиллюстратор  | A.Loginov; Like Book — Young Adult; Питомник лабрадоров Руби Краун; Книжные иллюстрации / нейроарты; Уррса читает ромфант; С чашкой чая и книгой в руках... I tata_books; Литрес Самиздат; Лабрадор Официальная Страница; Российская Кинологическая Федерация; ART; Стряпуха  - кулинария | хитрости для дома; Собака бабака; Эксмо Freedom | Книги; НКП Лабрадор ретривер; Мастерская книголюба/@tori_and_books; Матильда Старр: книги о любви; БЕЗРУКОВ; Рожденные читать; Libera - Обложки для книг, иллюстрации; TOKIO HOTEL; Книги • Страсть © Сильвия Лайм; ВКонтакте для бизнеса; Книги. Издательство АСТ; Виктория Килеева. Юмор и фэнтези; Biblioteka aromatov; Настя[Official public author]Любимка; Книги Эксмо. Издательская группа; Книги; Fantasy от «Робинс»; Книги для подростков | Young adult books; Анна Минаева ~ Автор фэнтези миров; Магическая Реальность; BOOK24 книжный магазин ЭКСМО-АСТ; ТЕРЕЗА ТУР: официальная страница писательницы; ★fantasy world★; Лана Ежова. Фэнтези, романтика, адреналин",Инспектор по кадрам; Артер
м,10.6.1992,Новокузнецк,"Rozetked; Артемий Лебедев; Пикабу; PSprices.com | Nintendo Скидки; 3D ДЕГРАДИРОВАНИЕ | CG BLOG; Zubkov; Maxon Cinema 4d; Книга животных; Tavern of Heroes | Overwatch 2; Wylsacom; haryarti; TV: Identity & Broadcast design; FCA | Futuristic Concept Art; AI; Промышленный предметный дизайн; CG vacancy and free-lance; NewSpace; Txao official fan page; VFXLAB || Учим актуальному в CG; Я сибиряк. I'm Siberian.; Страница одного аниматора; Element Edition | Курсы концепт-арт; geometric; GUITAR BATTLE; Midjourney — арты от нейросети; Андрей Engh Шолохов; S_Maslom; Открытый космос; Новые Альбомы; Design Hunters — вакансии для дизайнеров; Сочно о дизайне — графический дизайн и обучение; Олимпийский Ёжик, друг Медвежонка - Ёжик Маня_Будущий талисман олимпийских игр Сочи 2014; Блог CG; Илья Болтивец| фотограф Санкт-Петербург Кемерово; Motion graphics; CLODIS CG; HOT INDIE; Онлайн школа CGTarian. Дистанционное обучение CG; Designar.ru / Обучение Cinema 4d & After Effects; ΛHRIMΛN aka Дмитрий Грозов",
м,,Норильск,,
м,4.7.1992,Санкт-Петербург,"WALL STREET PRO; Биржевик // Инвестиции, Акции, Облигации.; Bitkogan; Былина // The Epic; ИнвестократЪ; junior3d; UE4  ///  UE5 | Unreal Engine Development; Kaino university; SECOND PILOTS 3D | VFX | SFX | MOTION; Моушн-дизайн. Профессия моушн-дизайнер в 2D и 3D; ЯЗЫК КИНО; ДОХОДЪ; 3D ДЕГРАДИРОВАНИЕ | CG BLOG; Строительство и проектирование; Нейрофотки Midjourney BOT; Happy3D | Клуб 3д-моделлеров; ЭПИЗОДЫ; Кругосветка за 2 зарплаты. Waking Travel; Мастерская Исаева; Arctic Freedom | Туры Экскурсии Мурманск; Midjourney — арты от нейросети; ArtStation; SNKV; Озвучки Rumble; MOTUS IMAGO; It's VFX, bitch!; 24 кадра в секунду",
ж,7.8.1994,Калининград,"ᴘ н ᴇ ɴ ᴏ ᴍ ᴇ ɴ ᴀ; двухтысячные; Как тебя зовут; ✩ youthful and comely ✩; Валя Карнавал; Юмор Шрёдингера; Мой имидж; Идеально; Волшебно; Мой образ; Стиль; Имидж; Английский язык.; Аа; мои сохранённые картинки; СТК ""Горка""; random moodboard; Надинка - ягода рябинка; Community Lunar Dolphins; Империя Мира Кино; ЦОПП Калининградская область; встретимся в кафе де флор; INNER; ANOTHER LOOK; Alternative Fashion | Art; подвал.; Marilyn Monroe/Мэрилин Монро; Работа за границей. Holiday-jobs; your girl from the 90s; POISON 4U; ФРИЛАНС; Hot Couture | Стиль и Шопинг; Another Architecture; Brooklyn; BEVERLY BLVD; VKino | Фильмы Сериалы; svetskaya lioness; Фотографы и модели (Калининград); Музей современного искусства «Гараж»; Артнаграда. Конкурсы, премии, гранты",
м,,Москва,,
ж,,Москва,"Midjourney — арты от нейросети; Наука|Science; British humor; ""литература  для архитекторов и дизайнеров""; Кусочек Фильма; Топ Twitter; Гранты,стипендии,стажировки! Обучение за рубежом; История|History; Scandinavia Club: Всё о Скандинавии; TJ; Академическое Искусство; Газеты на английском/Newspapers English / FR /DE; Magazines, books, newspapers in English, IELTS; Мир Discovery; Нейросети: IT, ChatGPT, ИИ | NotCoin; Образовач; Академический Дизайн; HistoryPorn; коты в необычных местах; 9Cute; Студенческий Совет МАРХИ; 9GAG; «Медуза»; VERT DIDER; Визуальный английский | English; Бесплатные шрифты; Космонавт; Radio 1 Dance; Fashion Fetish; Артнаграда. Конкурсы, премии, гранты; Софт Культура; МИРОВАЯ ФИЛОСОФИЯ; dcCONSTRUCTIONS; BOILER ROOM; Совмод; Pantheon; Vandrouki | Путешествия почти бесплатно (RU); Брутализм; Avant-garde archives; Arzamas",
м,8.10.1987,Екатеринбург,"Новинки Музыки 2024 | Новая Музыка; Я ♡ КИНО; Фильмы; Смотри, что я узнал; Хитрости жизни; Новинки кино; Интересная планета - путешествия, туризм; Хитрости жизни; Интересные факты и тайны; Школа кулинарии | Вкусные рецепты; Знаете ли Вы?; NVIDIA; VK NFT HUB; Кинолюбитель; Интерьер и Декор; Фотошкола: объективно о главном; I love photo  - я люблю фото; AliExpress для мужиков; Men's Space; ЯЖЕСПОРТСМЕН; Книги | Литература | Саморазвитие; Малобюджетная квартира; Онлайн Радио 101.ru; Republic of Gamers CIS; Рататуй; Лайфхак для фотографа; VK Play; Фотографы | Фотоидеи; Фотография - обработка фото - нейрофото; Nikon Россия; До и после - обработка фото - нейросети; AniDUB - официальная группа аниме сообщества; Видеокарты Palit; INVASION Labs; Никогда не сдавайся!; Бизнес People; Почта Mail.ru; AMD Россия; Infinix | Международный технологический бренд; E96.RU",Оператор -Дизайнер; печатник; Старший инженер
ж,,Красноярск,"KrasAir Детский оздоровительный лагерь (Красэйр); catricaps; Екатерина Яковлева | Творчество; -DaA-; Тайна одной картины; Художник Рамонова Ольга; Музей; Шарж по фотографии на заказ. SHARJIK.RU; БВВ | Бегеева Лера; Подслушано в Красноярске; Киномания - Лучшие фильмы; Pyropots | Керамика 𓅚; История одного шедевра; я не ною, просто говорю; Тираннозавр амбидекстр; PANIBRAT•GRAD; Åкадемическая Композиция; SAPSAEV; Поступи в СГИИ имени Д. Хворостовского; Художник Андрей Сурнов; Оптимист; Я живу в Красноярске; Тру Художник; Кудряшов Д.Д.; Crow on the pine; Крас Мемас; grekovart; Insanity gallery; Vryasov Nikolai; Керамика by_agawaya; Живописность русских коммуналок; 5 лучших фильмов; твельнева .; Краснодар l Новости; нетипичная красота; Достойные фильмы; психомемы; Аня и Варя Кендель; don't panic; Художники",Художник
